fascode	module	a2x	a2	a2a	a2b	a2c	a2dx	a2d	a2d1	a2ex	a3a1	a3b	a3a	a4yr	a4mth	a5	a6a	a6b	a7	a8	a9	a10	a10a	a11	a12ax	a12bx	a12cx	a12dx	a12ex	a12fx	a12f1	a12e1	a12d1	a26	a27x	a27	a17	a18	a19	a20	a21	commid07	fcode07	a2e	a4mthx	a4yrx	bookt	bd00a	bd01a_a	bd01a_b	bd01a_c	bd01a_d	bd01a_e	bd01a_f	bd01a_v	bd01aa	bd01ba	bd01bb	bd01bc	bd01bd	bd02a	bd03b	bd04b	bd04a	bd08	bd09	bd10	b14x	b14aday	b14amth	b14bday	b14bmth	b16ba	b16f	e1	e2	e3	e4	e5	e6	e7	e8	e9	e10	e11	e12	e13	e14	e15	e16	e17	e18	lk05	lk13	lk15	lk16	lk17	lk19	lk20	lk21	lk22	lk23	lk010700	lk020700	lk030700	lk010707	lk020707	lk030707	pb1	pb2	pb3	pb3a	pb3b	pb3c	pb3d	pb3e	pb3f	pb3g	pb3h	pb3i	pb3j	pb3t	pb4	pb5	ph00	ph01	idivwr	editor	numvis	ivwday1	ivwday2	ivwday3	ivwmth1	ivwmth2	ivwmth3	ivwyr1	ivwyr2	ivwyr3	beghr1	beghr2	beghr3	begmin1	begmin2	begmin3	endhr1	endhr2	endhr3	endmin1	endmin2	endmin3	result1	result2	result3	langmain	langothr	fp2	fp3	fp4	fp5	fp6a	fp6b	fp6c	cp1a	cp1b	cp1c	cp2a	cp2b	cp2c	cp3a	cp3b	cp3c	cp4a	cp4b	cp4c	hpr1	hpr3	hpr4	hpr5	hpr11a	hpr11b	hpr11c	hpr11d	hpr11e	hpr11f	hpr11g	hpr11h	hpr11i	hpr11j	hpr11k	hpr11l	hpr11m	hpr11n	hpr11o	hpr12a	hpr12b	hpr12c	hpr12d	hpr12e	hpr12f	hpr12g	hpr12h	hpr12i	hpr12j	hpr12k	hpr12l	hpr12m	hpr12n	hpr13a	hpr13b	hpr13c	hpr13d	hpr13e	hpr13f	hpr13g	hpr13h	hpr14a	hpr14b	hpr14c	hpr14d	hpr14e	hpr14f	hpr14g	hpr15	hpr17	hpr18	hpr19	hpr25a	hpr25b	hpr25c	hpr25d	hpr25e	hpr25f	hpr25g	hpr25h	hpr25i	hpr25j	hpr25k	hpr25l	hpr25m	hpr25n	hpr25o	hpr25q	hpr26a	hpr26b	hpr26c	hpr26d	hpr26e	hpr26f	hpr26g	hpr26h	hpr26i	hpr26j	hpr26k	hpr26l	hpr26m	hpr26n	hpr27a	hpr27b	hpr27c	hpr27d	hpr27e	hpr27f	hpr27g	hpr27h	hpr27i	hpr27j	hpr28a	hpr28b	hpr28c	hpr28d	hpr28e	hpr28f	hpr28g	hpr28h	hpr28i	hpr29a	hpr29b	hpr29c	hpr29d	hpr29e	hpr29f	hpr29g	hpr29h	hpr30	hpr32	hpr33	hpr34	hpr40a	hpr40b	hpr40c	hpr40d	hpr40e	hpr40f	hpr40g	hpr40h	hpr40i	hpr40j	hpr40k	hpr40l	hpr40m	hpr40n	hpr40o	hpr41a	hpr41b	hpr41c	hpr41d	hpr41e	hpr41f	hpr41g	hpr41h	hpr41i	hpr41k	hpr41l	hpr42b	hpr42c	hpr42d	hpr42e	hpr42f	hpr42g	hpr42h	hpr42i	hpr42j	hpr42k	hpr42l	hpr42m	hpr42n	hpr42o	hpr42p	hpr42q	hpr43b	hpr43c	hpr43d	hpr44a	hpr44b	hpr44c	hpr44d	hpr44e	hpr44f	hpr44g	hpr44h	hpr44i	hpr44j	hpr44k	hpr45	hpr47	hpr48	hpr49	hpr55a	hpr55b	hpr55c	hpr55d	hpr55e	hpr55f	hpr55g	hpr55h	hpr56a	hpr56b	hpr56c	hpr56d	hpr56e	hpr57a	hpr57b	hpr57c	hpr57d	hpr57e	hpr57f	hpr57g	hpr57h	hpr57i	hpr57j	hpr57k	hpr57l	hpr57m	hpr57n	hpr58a	hpr58b	hpr58c	hpr58d	hpr58e	hpr58f	hpr58g	hpr58h	hpr58i	hpr59a	hpr59b	hpr59c	hpr59d	hpr59e	hpr59f	hpr59g	hpr59h	hpr59i	hpr59j	hpr59k	hpr59l	hpr59m	hpr60a	hpr60b	hpr60c	hpr60d	hpr60e	hpr60f	hpr60g	hpr60h	hpr60i	hpr60j	hpr60k	hpr6_1	hpr7_1	hpr8_1	hpr6_2	hpr7_2	hpr8_2	hpr6_3	hpr7_3	hpr8_3	hpr6_4	hpr7_4	hpr8_4	hpr20_1	hpr21_1	hpr22_1	hpr20_2	hpr21_2	hpr22_2	hpr20_3	hpr21_3	hpr22_3	hpr20_4	hpr21_4	hpr22_4	hpr35_1	hpr36_1	hpr37_1	hpr35_2	hpr36_2	hpr37_2	hpr35_3	hpr36_3	hpr37_3	hpr35_4	hpr36_4	hpr37_4	hpr35_5	hpr36_5	hpr37_5	hpr35_6	hpr36_6	hpr37_6	hpr35_7	hpr36_7	hpr37_7	hpr50_1	hpr51_1	hpr52_1	hpr50_2	hpr51_2	hpr52_2	hpr50_3	hpr51_3	hpr52_3	hpr50_4	hpr51_4	hpr52_4	hpr50_5	hpr51_5	hpr52_5	hpr50_6	hpr51_6	hpr52_6	hpr50_7	hpr51_7	hpr52_7
"1422264"	"PRA"	1	38	1							95	1995	1996	11	5	1	3	3	1	1	1	1	3														1	1	2	1		"3235"	"32352264"		"1"	"1"	"PRA"	3																				1	9	3	15	3	3	2	3	3	3		1	1	1	1		1	3	3	3		1	1	3	"B"	1	2	"H71"	"H86"	"H51"	"H11"	3	3	3	3	36	3	210	36	3	210	1	6	"AG"	2						4				6	1	1	3		"H71"	"H86"	1	19			3			8			9			0			10			35			1			0	96	1	1		2	1	1	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	1	1995	1	1	1	2	2	2	2	1	3	3	1	1	2	2	2	2	2	3	2	2	3	2	2	1	2	2	1	2	1	1	1	3	1	2	2	1	2	2	1	3	1	3	3	3	2	3																																																													1	1	1995	1	1	1	1	2	2	1	2	2	1	1	2	2	3	2	2	2	2	3	2	1	2	1	3	3	1	1	1	2	1	2	2	3	3	1	1	1	1	1	1	2	2	3	1	1	3	1	1	2	3	3	1	3	3	3	3	2	1	4	1997	1	1	2	1	2	2	2	2	2	1	1	2	1	2	1	2	1	2	2	1	2	3	2	2	2	2	1	2	1	1	1	2	2	2	1	2	1	1	1	1	1	2	2	2	2	3	2	2	2	3	1	3	2	2	3	2	2	3	2	1	2	1	3	1	1	3	1	1	1		1	3	1													1	3	1	1	3	1	1	3	1	3			1	3	1	3			3			1	1		3			1	3	1	3			3			3			3		
"1422267"	"PRA"	1	44	3	7	3							2001	7	1	1	3	3	3		1	3	1	2	1	1	8	8	3	3	36	3	998	4	1	42	1	1	2	3	1	"3235"	"32352267"		"1"	"1"	"PRA"	3																				1	9	3	15	3	1	2	3	3	1	3	3	1	1	1		1	3	3	1	3	1	1	1	"W"	2	2	"H71"	"H86"	"H51"	"H11"	3	3	3	3	36	3	200	36	3	200	1	7	"AGH"	2						1	4			7	1	5	3		"H71"	"H86"	1	16			3			8			10			5			11			30			1			0	96	1	1		2	3	1	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	1	1978	1	1	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	3	2	2	3	1	3	1	1	2	2	1	2	2	1	1	1	1	1	1	2	1	2	3	1	3	3	3	3	1	1	1979	1	1	1	1	1	2	2	3	3	2	2	1	1	3	1	1	1	2	2	2	1	1	3	2	1	2	2	3	2	1	2	1	3	1	2	1	2	1	3	1	1	3	1	3	2	1	3	2	1	2	1	1	2	2	3	2	2	2	1	4	1992	1	1	1	1	2	1	2	2	2	1	2	1	2	1	3	2	2	3	3	2	1	2	1	3	3	2	2	1	1	1	1	1	3	2	1	1	1	1	3	2	2	1	3	3	1	3	1	1	2	2	2	2	2	3	3	3	2	1	4	1992	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	2	3	1	2	2	2	3	3	3	3	3	2	2	1	1	1	1	3	2	2	1	1	1	1	3	1	3	3	3	3	3	3	2	2	2	1	2	1	1	3	2	2	3	2	1	1	1	3	3	1	3	1	1	3	1	1	3	1	1	3	3	1	3	3	1	3	1	1	3	1	1	3	3	1	3	3	1	3	3	3			1	3	1	3			1	3	3	1	3	3	1	3	3	3			3			1	3	1	1	3	1	3		
"1452070"	"PRA"	1	32	3	2	1	6						2007	1	1	1	1	1	3		1	3	1	1	1	1	1	3	3	3	36	4	130	4	1	24	1	1	2	3	1	"3236"	"32362070"		"1"	"1"	"PRA"	1	14	4	7	6	6	1	0	38	21	21	14	14	100	100	100	6	1	1	3	1	10	2	16	2	1	1	3	3	3		6	1	1	1		3								"W"	2	5	"H71"	"H86"	"H51"	"H11"	3	3	3	3	36	4	130	36	4	130	3																3		"H71"	"H86"	1	17			2			8			12			30			13			58			1			0	96	1	1		2	1	1	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	4	1994	1	1	1	2	2	1	2	1	2	2	1	2	2	2	2	1	2	3	2	3	3	1	2	1	1	3	3	1	3	3	1	1	1	2	2	3	3	2	3	3	2	1	3	3	3	3																																																													1	4	1994	1	1	1	2	2	2	1	2	1	2	3	2	2	1	2	2	1	2	3	3	1	2	1	2	3	1	1	1	1	1	2	1	3	3	1	1	2	1	3	2	2	2	3	3	1	3	1	1	2	3	2	2	2	3	3	3	2	1	4	1994	1	2	2	2	1	1	2	1	2	1	1	1	2	1	1	3	3	2	2	3	2	3	3	3	2	2	2	3	1	1	1	1	3	3	2	2	1	1	1	3	2	3	3	3	3	3	3	3	2	3	1	1	2	1	2	2	2	3	2	1	1	3			1	3	3	1	3	3	1	3	3													3			1	3	3	3			3			1	3	1	1	1		1	1		1	3	1	1	3	3	1	3	1	1	1		1	3	3	1	3	1	1	3	1
"1452103"	"PRA"	1	37	3	2	3							1993	14	4	1	3	3	3		1	3	1	1	1	1	1	3	3	3	36	4	130	4	1	32	1	1	2	3	1	"3236"	"32362103"		"1"	"1"	"PRA"	1	12	6	1	30	30	1	0	80	40	0	20	20	100	100	100	6	1	1	1	1	10	2	16	2	1	3	3	3	1	3	6	1	1	1		3								"W"	2	5	"H71"	"H86"	"H51"	"H11"	3	3	3	1	36	4	130	36	4	130	3																3		"H71"	"H86"	1	18			2			8			16			0			17			30			1			0	96	1	1		2	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			3																																																3																																																													1	4	1993	1	2	1	3	3	2	1	2	1	2	3	1	2	1	3	2	1	1	3	3	2	3	1	2	3	1	1	1	1	1	2	1	3	2	1	1	2	1	3	3	3	2	3	3	1	3	1	1	1	3	1	1	3	3	3	3	1	1	4	1993	1	1	1	1	2	1	2	3	1	1	1	2	1	3	1	1	3	1	2	1	2	3	3	3	2	1	1	2	1	1	1	1	3	3	3	2	2	1	1	3	3	2	3	3	3	3	3	3	2	3	1	3	2	1	1	3	3	3	2	1	1																									1	3	3	3			1	3	3	3			3			3			1	1		1	1		1	1		1	1		3			1	3	1	1	3	3	1	3	1
"1452253"	"PRA"	1	61	3	95	3							1985	22	9	1	3	3	3		1	3	1	1	1	1	1	3	3	3	36	4	130	5	1	60	1	1	2	1		"3236"	"32362253"		"1"	"1"	"PRA"	3																				1	10	2	16	2	3	5	3	3	3		6	1	1	1		3								"W"	1	4	"H72"	"H86"	"H51"	"H11"	3	3	3	3	36	4	130	36	4	130	3																3		"H72"	"H86"	1	19			2			8			14			30			16			0			1			0	96	1	1		2	3	1	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	5	1977	1	2	3	3	3	3	3	1	2	2	2	2	2	2	2	3	3	3	3	3	3	2	2	2	3	2	1	2	1	1	1	3	1	3	3	3	1	1	2	3	2	3	3	3	3	3																																																													1	5	1977	1	2	1	3	3	3	2	3	2	1	3	3	2	2	3	3	3	3	3	3	2	2	3	3	3	3	3	2	3	3	3	3	3	3	1	1	3	1	3	3	3	2	3	3	3	3	2	1	2	3	3	3	2	3	1	3	3	3																																																																3			3			3			3															1	3	3	3			3			3			3			3			3																							
"1452256"	"PRA"	1	34	3	2	3							1994	13	98	1	3	3	3		1	1	1	1	1	1	1	1	3	3	36	4	261	4	1	39	1	1	2	1		"3236"	"32362256"		"1"	"1"	"PRA"	3																				1	10	2	16	2	1	3	3	3	1	3	6	1	1	1		3								"W"	2	3	"H72"	"H86"	"H51"	"H11"	3	3	3	3	36	4	260	36	4	261	3																3		"H72"	"H86"	1	21			2			8			18			45			20			35			1			0	96	1	1		2	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	4	1994	1	1	2	1	2	1	2	1	2	2	2	1	2	2	2	2	2	3	2	3	3	2	2	2	3	2	1	3	1	2	1	2	2	2	2	2	2	1	2	3	1	3	3	3	3	3																																																													1	4	1994	1	1	1	1	2	2	1	2	1	1	2	2	2	2	2	3	2	1	3	2	2	2	2	2	2	1	2	1	2	2	2	2	3	2	1	1	2	2	2	3	2	1	3	3	1	3	1	1	2	3	2	2	2	3	2	3	2	1	4	1994	1	2	2	2	1	1	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	3	2	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	2	2	1	1	2	2	2	3	2	2	2	3			3			3			3															1	1		3			3			3			3			1	3	3	1	3	3	1	1		1	3	3	3			1	3	3	1	3	3	1	3	1	3		
"1452263"	"PRA"	1	30	3	2	3							1998	9	3	3	3	1	3		1	3	1	10	1	1	1	3	3	3	36	4	80	5	1	24	1	1	2	3	1	"3236"	"32362263"		"1"	"1"	"PRA"	1	6	6	12	3	3	12	0	42	28	0	0	3	90	100	100	95	1	1	1	1	10	2	16	2	3	1	3	3	3		6	1	1	1		3								"W"	2	5	"H72"	"H86"	"H51"	"H11"	3	3	3	3	36	4	80	36	4	80	3																3		"H72"	"H86"	1	20			2			8			14			25			16			15			1			0	96	1	1		2	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	4	1998	1	1	2	1	2	2	3	2	2	2	2	1	2	2	2	2	2	3	2	2	3	2	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3																																																													1	4	1998	1	3	1	1	2	2	2	2	2	1	2	2	2	1	2	2	2	2	3	3	2	3	2	2	2	1	2	1	2	2	2	2	3	2	2	1	2	2	2	3	2	1	3	3	1	3	1	1	2	3	2	2	3	3	2	3	2	1	4	1998	1	2	2	2	1	1	2	1	2	1	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	3	2	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	2	2	1	1	2	2	2	3	2	2	2	3			3			1	3	1	1	3	1													1	3	1	3			3			3			3			3			1	3	1	1	3	1	1	3	1	1	3	1	3			1	3	1	3			3		
"1442071"	"PRA"	1	38	3	2	3							2000	8	98	1	3	3	3		1	1	1	1	1	1	8	3	3	3	36	4	160	4	1	36	1	1	2	3	1	"3237"	"32372071"		"1"	"1"																																															1	3	"H71"	"H86"	"H51"	"H11"	8	8	8	8	36	4	160	36	4	160	3																		"H71"	"H86"	1	24			2			8			11			30			12			0			2			0	96	1	2	3	2	3	3	3																																																																																																																																																																																																																																																																																																																							
"1442251"	"PRA"	1	64	3	1	3							1970	38	98	1	3	3	3		1	1	3														1	1	2	1		"3237"	"32372251"		"1"	"1"	"PRA"	3																				1	17	2	23	2	1	2	3	3	3		6	1	1	1		3								"W"	1	4	"H71"	"H86"	"H51"	"H11"	3	3	3	3	36	4	160	36	4	160	3																3		"H71"	"H86"	1	28			2			8			18			45			20			15			1			0	96	1	1		2	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	5	1970	1	2	3	2	2	2	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	1	3	2	2	2	2	2	1	3	3	3	3	3	3	3	1	5	1970	1	3	2	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	2	2	3	3	2	3	2	2	3	3	3	3	3	3	3	3	3	2	1	2	3	3	3	2	3	1	5	1970	1	2	2	2	2	2	1	2	2	3	3	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	1	3	2	3	3	3	3	2	2	1	1	3	1	1	1	3	3	3	3	2	3	2	3	3	3	2	3	2	3	2	3																																																																3			1	3	3	3			3			3			1	3	3	3			3			1	3	3	3			1	3	3	3			3			3			3																							
"1442255"	"PRA"	1	33	3	4	3							2000	7	2	1	3	3	3		1	3	1	1	1	1	1	1	3	3	36	4	240	4	1	30	1	1	2	1		"3237"	"32372255"		"1"	"1"	"PRA"	3																				1	17	2	23	2	1	3	3	3	3		6	1	1	1		3								"W"	1	3	"H72"	"H86"	"H51"	"H11"	3	1	1	1	36	4	160	36	4	160	3																3		"H72"	"H86"	1	24			1			8			10			25			12			35			1			0	96	1	1		2	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	4	2006	1	1	1	1	1	2	2	2	2	2	2	1	2	3	2	2	2	3	2	2	3	2	2	1	2	3	2	2	3	3	2	1	1	2	2	2	3	2	2	3	1	2	3	3	2	3																																																													1	4	2006	1	3	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	1	3	1	2	3	1	2	2	1	1	2	2	3	2	2	1	2	1	2	3	3	3	3	3	1	3	2	1	2	3	2	2	2	3	3	3	2	1	4	2006	1	2	2	2	2	2	3	2	1	2	2	1	2	2	2	2	2	2	2	2	2	3	1	1	2	2	2	3	1	1	1	3	3	3	3	3	2	1	2	2	2	3	3	3	3	3	3	3	3	3	1	2	2	1	2	2	2	3	2	2	2	3			3			3			3															1	3	3	3			3			3			3			3			3			1	3	3	1	3	3	1	3	3	3			1	3	3	1	1		3		
"1442259"	"PRA"	1	32	3	6	3							1999	9	0	1	3	3	3		1	3	1	4	1	1	8	3	3	3	36	4	150	5	1	35	1	1	2	3	1	"3237"	"32372259"		"3"	"1"	"PRA"	3																				1	17	2	23	2	1	2	3	3	1	3	3	1	1	1		3								"W"	1	4	"H72"	"H86"	"H51"	"H11"	3	3	8	8	36	4	150	36	4	150	3																3		"H72"	"H86"	1	24			2			8			13			50			15			13			1			0	96	1	1		2	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	5	1997	1	1	2	2	2	2	2	2	1	2	2	3	2	2	2	2	2	3	2	3	3	2	2	1	2	2	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	3	3	3																																																													1	5	1997	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	3	1	2	1	2	2	2	2	2	2	1	2	2	2	2	3	2	2	3	2	1	3	1	1	2	3	2	2	2	3	2	3	2	3																																																																3			1	1		1	3	1	1	3	1													3			1	1		3			3			1	1		1	1		3																							
"1442265"	"PRA"	1	34	3	2	3							1997	10	2	95	3	3	3		1	3	1	1	1	1	8	8	3	3	36	4	998	4	1	30	1	1	2	3	1	"3237"	"32372265"		"1"	"1"	"PRA"	1	18	2	0	4	4	1	0	92	20	2	20	20	100	100	100	1	1	3	1	1	17	2	23	2	3	1	3	3	1	3	6	1	3	1		3								"W"	1	5	"H71"	"H86"	"H51"	"H11"	3	3	3	3	36	4	150	36	4	150	3																3		"H71"	"H86"	1	23			2			8			15			0			16			5			1			0	96	1	1		2	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	4	1994	1	1	1	2	1	2	2	1	1	2	1	2	2	1	2	2	3	3	2	3	3	1	2	1	1	3	1	1	1	2	1	1	1	2	2	1	2	1	2	3	1	2	3	3	3	3																																																													1	4	1994	1	1	1	1	3	1	2	2	1	2	3	1	1	1	2	3	2	3	3	2	1	2	1	2	3	1	1	1	1	2	2	1	3	2	1	1	1	1	3	3	2	2	3	3	1	3	1	1	1	3	2	1	2	3	3	3	1	1	4	1994	1	1	2	1	2	1	3	3	3	1	1	2	2	2	1	1	3	2	3	1	2	3	3	3	2	3	2	3	3	1	1	1	3	1	1	2	1	1	1	3	3	3	2	3	3	3	3	3	2	3	1	2	2	1	2	2	3	3	2	1	1	3			3			1	1		1	3	1													1	3	1	1	3	1	3			3			1	3	3	1	3	1	1	3	3	1	3	1	1	3	1	1	3	1	1	1		1	3	1	1	3	1	3		
"1432073"	"PRA"	1	54	3	1	3							1992	15	8	2	3	3	3		1	1	1	1	1	1	1	3	3	3	36	4	270	4	1	42	1	1	2	3	2	"3238"	"32382073"		"1"	"1"	"PRA"	3																				1	3	2	9	2	3	5	3	1	3		6	3	3	6		3								"W"	1	4	"H72"	"H86"	"H51"	"H11"	3	3	3	1	36	4	270	36	4	270	3																3		"H72"	"H86"	1	13			2			8			14			15			15			35			1			0	96	1	1		2	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	3	1975	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	3	3	2	2	1	2	2	3	2	2	2	1	2	2	2	2	2	3	2	2	2	1	3	3	2	3	3																																																													1	3	1975	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	3	2	2	2	2	3	2	3	1	2	2	2	2	2	3	2	2	2	2	3																																																																3			3			1	3	1	1	3	1													3			1	3	1	1	3	1	3			3			3			3																							
"1432250"	"PRA"	1	26	3	4	3							2003	4	7	1	3	3	3		1	1	1	1	1	1	1	1	3	3	36	4	271	4	1	58	1	1	2	1		"3238"	"32382250"		"1"	"1"	"PRA"	3																				1	3	2	9	2	1	2	3	3	3		6	1	3	1		3								"B"	2	4	"H72"	"H86"	"H51"	"H11"	3	3	3	3	36	4	270	36	4	270	3																3		"H71"	"H86"	1	12			2			8			16			30			18			30			1			0	96	1	1		2	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	3	2002	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	3	3	2	3	1	3	3	3	3	2	2	2	3	1	2	3	2	2	1	1	3	1	3	3	3	3	3																																																													1	3	2002	3	2	1	1	2	2	1	3	2	2	3	2	2	3	3	3	3	3	3	3	3	2	1	2	3	1	2	2	1	2	2	2	3	3	1	1	1	1	3	2	2	2	3	3	3	3	1	2	2	3	3	2	2	3	2	3	2	1	5	2002	3	1	2	2	2	2	3	3	3	2	1	3	1	2	2	2	3	2	2	3	3	3	3	3	1	2	3	3	3	2	1	1	1	3	2	2	2	1	3	3	3	2	3	3	3	3	3	3	3	3	1	2	2	3	3	2	2	3	3	2	2																																																																		
"1432255"	"PRA"	1	36	3	5	3							2001	6	7	1	3	3	3		1	1	1	1	1	1	1	1	3	3	36	4	271	4	1	36	1	1	2	1		"3238"	"32382255"		"1"	"1"	"PRA"	3																				1	4	8	9	8	1	5	3	3	1	3	3	1	1	1		3								"W"	2	4	"H72"	"H86"	"H51"	"H11"	3	3	3	3	36	4	270	36	4	270	3																3		"H72"	"H86"	1	15			2			8			19			15			21			0			1			0	96	1	1		2	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	5	2001	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	2	2	1	3	3	3	2	3	2	2	1	1	2	2	2	2	2	3	3	1	3	3	3	3	3																																																													1	5	2001	1	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	1	1	2	2	2	2	2	2	2	2	1	3	3	2	2	3	3	1	3	1	1	2	3	2	2	2	3	3	3	2	3																																																																3			3			3			3															3			3			3			3			3			3			3																							
"1432259"	"PRA"	1	25	3	4	3							2003	4	3	95	3	1	3		1	1	1	1	1	1	1	1	3	3	36	4	271	4	1	30	1	1	2	3	1	"3238"	"32382259"		"1"	"1"	"PRA"	3																				1	4	2	9	2	3	3	3	1	3		6	1	3	6		3								"W"	2	4	"H71"	"H86"	"H51"	"H11"	3	3	3	3	36	4	270	36	4	270	3																3		"H71"	"H86"	1	15			2			8			19			35			20			30			1			0	96	1	1		2	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	3	2003	3	1	2	3	2	2	2	2	2	3	2	1	3	1	2	3	3	3	2	3	3	2	2	1	1	3	3	3	1	2	1	1	1	1	3	2	1	2	3	3	1	3	3	3	3	3																																																													1	3	2003	3	1	1	2	3	3	2	2	2	1	2	1	3	1	3	3	1	2	3	3	1	2	1	3	3	1	1	1	1	2	1	1	3	3	1	1	1	1	3	3	2	1	3	3	1	3	2	1	2	2	3	1	2	3	2	3	1	3																																																																																																																																	
"1433033"	"PRA"	1	42	3	6	3							1990	17	8	1	3	3	3		1	1	1	1	1	1	3	3	3	3	36	4	270	4	1	6	1	1	2	3	1	"3238"	"32383033"		"1"	"1"	"PRA"	3																				1	3	2	9	2	1	2	3	3	1	3	1	1	1	1		3								"A"	1	3	"H72"	"H86"	"H51"	"H11"	1	1	1	1	36	4	270	36	4	270	3																3		"H72"	"H86"	1	13			2			8			20			5			21			55			1			0	96	1	1		2	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	4	2002	3	1	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	3	2	2	2	2	2	1	3	3	2	2	2	3	1	2	2	2	2	2	2	2	3	3	1	3	3	3	3	3																																																													1	4	2002	1	1	1	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	3	3	1	2	2	3	3	2	2	1	2	2	2	2	3	3	1	2	2	2	3	2	2	2	2	2	1	3	1	1	2	2	2	2	2	3	2	2	2	1	4	2002	1	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	3	3	3	2	1	1	2	2	1	1	2	2	3	2	1	2	1	1	3	3	2	3	3	3	3	3	3	2	3	2	2	1	1	2	2	3	2	2	2	2																									1	1		1	1		1	1		3			1	1		1	1		1	1		1	1		1	1		1	3	1	1	1		1	1		1	3	1	3		
